ID,Название задачи,Статус,ID проекта
938,Task 938,В процессе,547
939,Task 939,В процессе,8946
940,Task 940,Не начата,2209
941,Task 941,В процессе,2798
942,Task 942,Завершена,8850
943,Task 943,Не начата,9023
944,Task 944,В процессе,6708
945,Task 945,Завершена,8727
946,Task 946,В процессе,3791
947,Task 947,Не начата,3507
948,Task 948,Не начата,3484
949,Task 949,В процессе,9841
950,Task 950,Завершена,3873
951,Task 951,Не начата,7646
952,Task 952,Не начата,9688
953,Task 953,Завершена,1146
954,Task 954,Не начата,3488
955,Task 955,Не начата,4942
956,Task 956,Завершена,6692
957,Task 957,Завершена,3772
958,Task 958,В процессе,7783
959,Task 959,В процессе,8290
960,Task 960,Завершена,843
961,Task 961,В процессе,2649
962,Task 962,Не начата,4206
963,Task 963,В процессе,398
964,Task 964,Завершена,8136
965,Task 965,Не начата,1062
966,Task 966,Не начата,9410
967,Task 967,Не начата,9198
968,Task 968,Завершена,4823
969,Task 969,Завершена,5991
970,Task 970,В процессе,8065
971,Task 971,Не начата,2450
972,Task 972,В процессе,8077
973,Task 973,В процессе,936
974,Task 974,Не начата,1787
975,Task 975,Завершена,4437
976,Task 976,Завершена,8125
977,Task 977,В процессе,5384
978,Task 978,В процессе,9335
979,Task 979,Завершена,716
980,Task 980,В процессе,7104
981,Task 981,В процессе,3132
982,Task 982,Завершена,8132
983,Task 983,Не начата,4272
984,Task 984,Не начата,846
985,Task 985,Не начата,8555
986,Task 986,В процессе,5510
987,Task 987,В процессе,5343
988,Task 988,Не начата,6441
989,Task 989,Завершена,1222
990,Task 990,Завершена,647
991,Task 991,В процессе,3585
992,Task 992,Не начата,5114
993,Task 993,В процессе,3553
994,Task 994,Не начата,6963
995,Task 995,Завершена,1419
996,Task 996,Не начата,2772
997,Task 997,В процессе,7489
998,Task 998,В процессе,6276
999,Task 999,В процессе,9907
1000,Task 1000,Не начата,5197
1001,Task 1001,Завершена,3863
1002,Task 1002,Завершена,5953
1003,Task 1003,Не начата,1015
1004,Task 1004,В процессе,7821
1005,Task 1005,Завершена,6055
1006,Task 1006,Не начата,4099
1007,Task 1007,Не начата,3579
1008,Task 1008,Не начата,9437
1009,Task 1009,В процессе,9949
1010,Task 1010,Завершена,116
1011,Task 1011,Завершена,9760
1012,Task 1012,Не начата,9614
1013,Task 1013,В процессе,9317
1014,Task 1014,В процессе,1471
1015,Task 1015,В процессе,4858
1016,Task 1016,Не начата,3105
1017,Task 1017,Не начата,6318
1018,Task 1018,В процессе,798
1019,Task 1019,Завершена,4006
1020,Task 1020,Не начата,1476
1021,Task 1021,В процессе,4237
1022,Task 1022,Не начата,3252
1023,Task 1023,Не начата,7147
1024,Task 1024,В процессе,9452
1025,Task 1025,Не начата,4338
1026,Task 1026,Не начата,9666
1027,Task 1027,Завершена,1594
1028,Task 1028,В процессе,2860
1029,Task 1029,В процессе,8615
1030,Task 1030,Завершена,7628
1031,Task 1031,Завершена,3657
1032,Task 1032,Не начата,7912
1033,Task 1033,В процессе,7866
1034,Task 1034,Завершена,7313
1035,Task 1035,Не начата,7232
1036,Task 1036,Завершена,863
1037,Task 1037,Завершена,2564
1038,Task 1038,В процессе,6593
1039,Task 1039,Не начата,5501
1040,Task 1040,Завершена,5724
1041,Task 1041,В процессе,7069
1042,Task 1042,Завершена,4072
1043,Task 1043,Завершена,6928
1044,Task 1044,Завершена,8324
1045,Task 1045,Не начата,588
1046,Task 1046,Не начата,6839
1047,Task 1047,Завершена,7123
1048,Task 1048,Не начата,8276
1049,Task 1049,В процессе,8928
1050,Task 1050,Не начата,6096
1051,Task 1051,Завершена,4135
1052,Task 1052,Не начата,2740
1053,Task 1053,Не начата,8898
1054,Task 1054,В процессе,6377
1055,Task 1055,Завершена,4028
1056,Task 1056,Завершена,2784
1057,Task 1057,Завершена,7971
1058,Task 1058,Завершена,2482
1059,Task 1059,В процессе,3624
1060,Task 1060,В процессе,4994
1061,Task 1061,В процессе,4424
1062,Task 1062,Не начата,596
1063,Task 1063,В процессе,6236
1064,Task 1064,Не начата,7644
1065,Task 1065,В процессе,2605
1066,Task 1066,В процессе,6951
1067,Task 1067,Завершена,9196
1068,Task 1068,В процессе,4861
1069,Task 1069,Завершена,2568
1070,Task 1070,Завершена,2795
1071,Task 1071,В процессе,542
1072,Task 1072,Не начата,6675
1073,Task 1073,Завершена,6863
1074,Task 1074,Завершена,7450
1075,Task 1075,В процессе,2435
1076,Task 1076,В процессе,187
1077,Task 1077,Завершена,452
1078,Task 1078,Завершена,9256
1079,Task 1079,В процессе,8365
1080,Task 1080,В процессе,1963
1081,Task 1081,Завершена,2401
1082,Task 1082,Не начата,8115
1083,Task 1083,Не начата,7947
1084,Task 1084,Не начата,4158
1085,Task 1085,Не начата,5337
1086,Task 1086,Завершена,1559
1087,Task 1087,Не начата,6974
1088,Task 1088,Не начата,1718
1089,Task 1089,Не начата,6962
1090,Task 1090,Не начата,9949
1091,Task 1091,Не начата,9967
1092,Task 1092,Завершена,472
1093,Task 1093,В процессе,9572
1094,Task 1094,Не начата,9401
1095,Task 1095,Не начата,528
1096,Task 1096,В процессе,7703
1097,Task 1097,В процессе,1750
1098,Task 1098,В процессе,3088
1099,Task 1099,Завершена,796
1100,Task 1100,В процессе,293
1101,Task 1101,Завершена,2658
1102,Task 1102,В процессе,916
1103,Task 1103,В процессе,7364
1104,Task 1104,Не начата,4886
1105,Task 1105,В процессе,9354
1106,Task 1106,В процессе,4549
1107,Task 1107,Завершена,663
1108,Task 1108,В процессе,1779
1109,Task 1109,Завершена,2387
1110,Task 1110,В процессе,6407
1111,Task 1111,Завершена,568
1112,Task 1112,Не начата,9792
1113,Task 1113,Завершена,2506
1114,Task 1114,Не начата,9234
1115,Task 1115,Завершена,9456
1116,Task 1116,В процессе,7603
1117,Task 1117,Завершена,2192
1118,Task 1118,Завершена,6900
1119,Task 1119,Не начата,8407
1120,Task 1120,Завершена,885
1121,Task 1121,Завершена,3344
1122,Task 1122,В процессе,5930
1123,Task 1123,Завершена,3978
1124,Task 1124,Завершена,3175
1125,Task 1125,В процессе,551
1126,Task 1126,Не начата,929
1127,Task 1127,Не начата,8080
1128,Task 1128,Не начата,517
1129,Task 1129,В процессе,567
1130,Task 1130,В процессе,130
1131,Task 1131,Завершена,7849
1132,Task 1132,В процессе,1331
1133,Task 1133,В процессе,3205
1134,Task 1134,Не начата,2057
1135,Task 1135,В процессе,4979
1136,Task 1136,Завершена,1699
1137,Task 1137,В процессе,2379
1138,Task 1138,Не начата,9139
1139,Task 1139,Не начата,2563
1140,Task 1140,В процессе,4105
1141,Task 1141,В процессе,9605
1142,Task 1142,Завершена,5980
1143,Task 1143,В процессе,3553
1144,Task 1144,Не начата,2856
1145,Task 1145,Не начата,9852
1146,Task 1146,В процессе,7251
1147,Task 1147,Не начата,2971
1148,Task 1148,Завершена,4336
1149,Task 1149,Завершена,9946
1150,Task 1150,Не начата,7043
1151,Task 1151,Не начата,8237
1152,Task 1152,Завершена,3938
1153,Task 1153,Не начата,980
1154,Task 1154,В процессе,7253
1155,Task 1155,Не начата,2501
1156,Task 1156,Завершена,9494
1157,Task 1157,Завершена,8911
1158,Task 1158,Не начата,3247
1159,Task 1159,Завершена,95
1160,Task 1160,В процессе,9719
1161,Task 1161,Завершена,1325
1162,Task 1162,В процессе,1325
1163,Task 1163,В процессе,4117
1164,Task 1164,Не начата,6671
1165,Task 1165,Завершена,4577
1166,Task 1166,В процессе,6733
1167,Task 1167,Не начата,5623
1168,Task 1168,Завершена,1315
1169,Task 1169,Завершена,2571
1170,Task 1170,Не начата,8151
1171,Task 1171,Не начата,8586
1172,Task 1172,Не начата,1673
1173,Task 1173,Завершена,7459
1174,Task 1174,В процессе,2855
1175,Task 1175,Не начата,5446
1176,Task 1176,Не начата,6020
1177,Task 1177,Не начата,8055
1178,Task 1178,В процессе,9534
1179,Task 1179,В процессе,3397
1180,Task 1180,В процессе,8964
1181,Task 1181,Не начата,1615
1182,Task 1182,В процессе,4393
1183,Task 1183,Завершена,5079
1184,Task 1184,Не начата,7954
1185,Task 1185,Завершена,6120
1186,Task 1186,Не начата,5388
1187,Task 1187,Завершена,7829
1188,Task 1188,Завершена,7014
1189,Task 1189,Завершена,7934
1190,Task 1190,Завершена,8905
1191,Task 1191,Не начата,4997
1192,Task 1192,Не начата,2052
1193,Task 1193,Завершена,7972
1194,Task 1194,Не начата,9002
1195,Task 1195,В процессе,3847
1196,Task 1196,В процессе,7458
1197,Task 1197,В процессе,4296
1198,Task 1198,В процессе,6544
1199,Task 1199,В процессе,4521
1200,Task 1200,Не начата,4782
1201,Task 1201,Не начата,9608
1202,Task 1202,Не начата,7438
1203,Task 1203,Завершена,9221
1204,Task 1204,Завершена,6565
1205,Task 1205,Завершена,4700
1206,Task 1206,Не начата,3609
1207,Task 1207,В процессе,1345
1208,Task 1208,В процессе,5227
1209,Task 1209,Завершена,2823
1210,Task 1210,Завершена,9823
1211,Task 1211,В процессе,7851
1212,Task 1212,Не начата,3885
1213,Task 1213,Завершена,3618
